year,ersstArc.win,ersstArc.spr,ersstArc.sum,ersstArc.aut,ersstWAcoast.win,ersstWAcoast.spr,ersstWAcoast.sum,ersstWAcoast.aut,transport.win,transport.spr,transport.sum,transport.aut,CRflow.win,CRflow.spr,CRflow.sum,CRtemp.spr,CRtemp.sum,cui.win,cui.spr,cui.sum,cui.aut,mei.win,mei.spr,mei.sum,mei.aut,npgo.win,npgo.spr,npgo.sum,npgo.aut,npi.win,npi.spr,npi.sum,npi.aut,oni.win,oni.spr,oni.sum,oni.aut,pdo.win,pdo.spr,pdo.sum,pdo.aut,F.S2.ParrSu,F.S3.ParrF,T.S2.ParrSu,T.S4.ParrW,aprmayjunetempLGR,aprmayjuneflowLGR,aprmayjunBON.scrollTEMP,aprmayjunFLOW.obs
1957,-0.459513886906635,0.0988710920015971,0.601629643604673,0.723132630052238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.3333333333333,-1.66666666666667,45.3333333333333,-3.66666666666667,NA,NA,NA,NA,-1.33251185,-1.21097663333333,-0.943163293333333,-1.11943286666667,1010.88666666667,1011.60666666667,1015.87333333333,1010.32333333333,-0.166666666666667,0.666666666666667,1.23333333333333,1.4,-1.26,0.00666666666666666,0.996666666666667,0.923333333333333,NA,NA,NA,NA,11.1489011,129.2565934,NA,NA
1958,0.484303436334106,0.485709394189133,0.789846682274479,0.230131201908506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-186,11,78.6666666666667,-9,NA,NA,NA,NA,-0.151136016666667,-0.90734607,-0.740629096666667,-0.49592015,1005.36,1013.6,1015.84666666667,1013.30333333333,1.73333333333333,0.966666666666667,0.533333333333333,0.433333333333333,0.106666666666667,0.863333333333333,1.09333333333333,0.04,NA,NA,NA,NA,11.42230769,109.3642857,NA,NA
1959,0.453698130311637,0.228067805986295,0.183256256169286,0.28328949281539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.6666666666667,15,74,-3.66666666666667,NA,NA,NA,NA,-0.29102917,-0.427073893333333,-0.424687156666667,0.0529408303333333,1009.15,1014.61333333333,1016.73333333333,1010.58333333333,0.6,0.333333333333333,-0.2,-0.0333333333333333,0.373333333333333,-0.246666666666667,-0.226666666666667,0.26,NA,NA,NA,NA,11.00879121,87.5189011,NA,NA
1960,0.0617949115133834,0.0399598891707672,-0.0495913017755267,-0.359063562853583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62,-17.3333333333333,54,-33.3333333333333,NA,NA,NA,NA,0.752581116666667,0.858557096666667,0.486747136666667,0.655293223333333,1007.90333333333,1014.35333333333,1016.86333333333,1013.36333333333,-0.0666666666666667,-0.0333333333333333,0.1,0.2,0.293333333333333,0.263333333333333,-0.00333333333333334,-0.36,1071.485305,1061.315412,13.7,-3.766666667,11.03296703,84.41769231,NA,NA
1961,-0.0964678583473995,-0.00307579732489312,0.0962149362454469,-0.270432194348039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158,-26.3333333333333,35,-3.33333333333333,NA,NA,NA,NA,1.1995759,1.36892174,1.11306326666667,0.44742972,1003.95333333333,1014.47666666667,1016.82,1014.66,0.0333333333333333,0.1,0.1,-0.266666666666667,0.593333333333333,0.123333333333333,-0.986666666666667,-2.04666666666667,933.534767,1059.718996,13.56666667,-7.133333333,11.39274725,76.95758242,NA,NA
1962,-0.301333415439759,-0.162548523730245,-0.255460592796063,-0.309144981428124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.6666666666667,9.66666666666667,52.3333333333333,-40.3333333333333,NA,NA,NA,NA,0.140785213333333,-0.606035993333333,-0.245723319,0.314687033333333,1009.20666666667,1016.65,1017.36333333333,1011.68,-0.2,-0.266666666666667,-0.1,-0.2,-1.71,-1.14666666666667,-1.18666666666667,-1.16666666666667,1507.15448,1389.483871,12.5,-4.1,11.08857143,92.87417582,NA,NA
1963,0.194908005341716,0.258994492100573,0.0576596517672484,0.401112528504996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69,-1.33333333333333,48.3333333333333,-40.3333333333333,NA,NA,NA,NA,-0.209223423333333,-0.778448603333333,-0.405845533333333,0.429334713333333,1003.83333333333,1016.91333333333,1017.03666666667,1011.44333333333,-0.333333333333333,0.266666666666667,0.833333333333333,1.3,-0.483333333333333,-0.533333333333333,-0.97,-0.716666666666667,1835.501792,1280.594982,13.36666667,-7.866666667,11.21494505,87.25494505,NA,NA
1964,0.229262190235072,-0.490167916848742,-0.395032952845782,-0.639780584697066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.6666666666667,34.6666666666667,41,-12.3333333333333,NA,NA,NA,NA,0.635469503333333,0.291241286666667,1.08998458333333,0.566539797333333,1006.51333333333,1018.28,1015.44,1013.81333333333,1,-0.266666666666667,-0.633333333333333,-0.8,-0.426666666666667,-1.27,-0.62,-0.616666666666667,1775.218638,1366.992832,12.3,-5.233333333,10.41450549,113.1887912,NA,NA
1965,-0.533142126771225,-0.427585536995153,-0.612240761724012,0.0115695492974643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.3333333333333,33,83.3333333333333,-26.6666666666667,NA,NA,NA,NA,-0.708754603333333,-0.993733446666667,-0.65548186,-0.8195278,1008.79666666667,1014.37,1015.73666666667,1013.63333333333,-0.566666666666667,0.2,1.16666666666667,1.96666666666667,-1.30666666666667,-1.15828932093868e-17,-0.356666666666667,-0.12,3772.329749,1522.462366,11.73333333,-5.7,10.97824176,129.3315385,NA,NA
1966,-0.42938610890816,-0.306475372561093,-0.288354081669073,-0.271245268295551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.3333333333333,31.3333333333333,70,-12.6666666666667,NA,NA,NA,NA,-0.876998353333333,-1.21569434333333,-1.11850912666667,-0.830391996666667,1010.09,1014.65666666667,1015.97,1013.35666666667,1.43333333333333,0.7,0.166666666666667,-0.133333333333333,-0.263333333333333,-0.586666666666667,0.0233333333333333,-0.883333333333333,837.6354839,1054.078853,14.2,-4.166666667,11.97956044,61.04901099,NA,NA
1967,-0.164486398642091,-0.129832183903661,0.420874899283223,0.394542956626278,NA,NA,NA,NA,-98.3788546255507,-27.413698630137,-25.3038674033149,-36.5307262569832,NA,NA,NA,NA,NA,-88,28,120.666666666667,-24.3333333333333,NA,NA,NA,NA,-0.630369216666667,-1.00189171,-1.05981195333333,-0.210691651133333,1007.84,1018.41666666667,1015.80666666667,1011.02666666667,-0.4,-0.366666666666667,-0.0666666666666667,-0.333333333333333,-0.233333333333333,-1.11,-1.09666666666667,-0.47,2004.039068,1449.175627,15.33333333,-3.8,10.67351648,93.18417582,NA,NA
1968,-0.230163291267965,0.0602273031897929,0.578570951812569,-0.0370106499770592,NA,NA,NA,NA,109.254901960784,-102.242424242424,-41.1868131868132,-66.2722222222222,NA,NA,NA,NA,NA,-95,11,61.3333333333333,-47.3333333333333,NA,NA,NA,NA,-0.541789596666667,-1.01658945666667,-1.00638267333333,-0.625821636666667,1006.72333333333,1015.25666666667,1015.78333333333,1011.00333333333,-0.566666666666667,-0.333333333333333,0.466666666666667,0.533333333333333,-0.583333333333333,-0.623333333333333,0.123333333333333,-0.24,1525.784229,1392.964158,12.6,-5.666666667,11.42263736,70.34538462,NA,NA
1969,-0.298990053829105,-0.51259214264908,-0.060797748894527,-0.327196495560394,NA,NA,NA,NA,217.064245810056,-84.2767123287671,-39.4502762430939,-27.5580736543909,NA,NA,NA,NA,NA,-77.6666666666667,-3.33333333333333,71,-20.3333333333333,NA,NA,NA,NA,-1.38840374666667,-0.335863331,-0.57957761,0.087960005,1011.63,1012.65,1016.36,1011.04333333333,1.06666666666667,0.766666666666667,0.433333333333333,0.833333333333333,-1.16,-0.38,0.06,0.203333333333333,1479.294265,1252.272401,13.63333333,-4,11.68087912,109.4938462,NA,NA
1970,0.0437120704815306,-0.0886964083403006,-0.555201362741405,-0.379028190415481,NA,NA,NA,NA,19.8271954674221,-66.6675900277008,-40.1777777777778,18.7628571428571,NA,NA,NA,NA,NA,-108.666666666667,19.6666666666667,63.3333333333333,-16.6666666666667,NA,NA,NA,NA,0.204755103333333,-0.0500761833333333,0.35219072,0.136890333333333,1003.45,1013.95666666667,1015.85333333333,1014.37666666667,0.466666666666667,0.166666666666667,-0.566666666666667,-0.8,0.806666666666667,0.423333333333333,-0.75,-1.28666666666667,2094.437276,1416.315412,12.96666667,-5.566666667,10.74736264,102.5573626,NA,NA
1971,-0.532571635712152,-0.959956492980321,-0.935216982611294,-1.09368180351696,NA,NA,NA,NA,95.0056818181818,-62.4246575342466,-52.7671232876712,-34.0055096418733,NA,NA,NA,NA,NA,-51.3333333333333,5,34,-10.3333333333333,NA,NA,NA,NA,-0.0711822576666667,0.600884986666667,0.636532166666667,0.347181686666667,1010.63,1013.40333333333,1015.32666666667,1014.06666666667,-1.3,-0.866666666666667,-0.766666666666667,-0.9,-1.53666666666667,-1.60666666666667,-1.3,-0.42,2756.207885,1573.275986,13.13333333,-4.566666667,10.89549451,143.6164835,NA,NA
1972,-1.23434751417445,-0.799153530597687,-0.435185503411567,-0.59554156051285,NA,NA,NA,NA,104.421052631579,-65.3907103825137,-8.18852459016393,-8.00554016620499,NA,NA,NA,NA,NA,-49.6666666666667,2.66666666666667,54.3333333333333,-3.66666666666667,NA,NA,NA,NA,-0.322304651,-0.707543146666667,-0.50358629,-0.859019803333333,1012.53333333333,1014.80333333333,1016.04,1013.12666666667,-0.666666666666667,0.4,1.13333333333333,1.83333333333333,-1.89666666666667,-1.77,-0.816666666666667,0.283333333333333,2185.168459,1440.713262,12.66666667,-4.733333333,11.13395604,132.1579121,NA,NA
1973,-0.530981914887483,-0.561216995976437,-0.774937296187741,-0.79739697500207,NA,NA,NA,NA,80.4078212290503,-54.6318681318681,-45.3369565217391,36.8254847645429,NA,NA,NA,NA,NA,-74,22.3333333333333,68.6666666666667,-15.3333333333333,NA,NA,NA,NA,-0.438000431666667,0.0439082026666667,0.33506073,0.198195356666667,1009.08666666667,1013.93333333333,1016.84666666667,1014.63,1.7,-0.0333333333333333,-1.1,-1.7,-0.466666666666667,-0.65,-0.893333333333333,-1.06333333333333,1040.334767,1298.551971,13.56666667,-5.466666667,12.1256044,55.64384615,NA,NA
1974,-0.481572868084085,-0.533318635444532,-0.421093940186775,-0.0172013595186431,NA,NA,NA,NA,55.2022471910112,-60.3379120879121,-34.366391184573,1.21944444444444,NA,NA,NA,NA,NA,-72,-3,62.6666666666667,-8,NA,NA,NA,NA,-0.350173926666667,-0.0592448283333333,0.285837753333333,-0.0391846848,1007.69666666667,1012.45666666667,1015.87666666667,1011.86666666667,-1.8,-1.03333333333333,-0.566666666666667,-0.6,-1.21,-0.566666666666667,-0.04,0.256666666666667,2676.229391,1432.842294,13.1,-5.933333333,10.9310989,149.8903297,NA,NA
1975,-0.447241309593464,-0.915837153552592,-1.13756582271094,-1.01924303263083,NA,NA,NA,NA,76.59375,-21.8922651933702,-44.0769230769231,-34.8575498575499,NA,NA,NA,NA,NA,-61.6666666666667,20,68.6666666666667,-29.6666666666667,NA,NA,NA,NA,0.779842526666667,0.693643386666667,0.664931843333333,0.934524873333333,1008.40666666667,1015.94,1016.62333333333,1014.21666666667,-0.566666666666667,-0.733333333333333,-1.1,-1.46666666666667,-0.556666666666667,-0.943333333333333,-0.876666666666667,-1.53333333333333,3039.516129,1501.978495,13.33333333,-6.233333333,10.3332967,112.2069231,NA,NA
1976,-0.82204942257925,-0.905070131332025,-0.812862785931291,-0.423847285084341,NA,NA,NA,NA,-2.83333333333333,-99.9118457300276,-54.6054794520548,-19.0756302521008,NA,NA,NA,NA,NA,-38.3333333333333,3.66666666666667,32,-5.66666666666667,NA,NA,NA,NA,1.11342986666667,2.09899476666667,2.2568419,1.9000603,1008.07666666667,1014.53666666667,1015.42,1010.54333333333,-1.5,-0.5,0.2,0.766666666666667,-1.53333333333333,-0.843333333333333,0.406666666666667,1.06,2061.157706,1437.132616,12.76666667,-5.866666667,10.97813187,122.5486813,NA,NA
1977,0.235410754022927,-0.239288951953252,0.00723009986438971,-0.0455584991937396,NA,NA,NA,NA,-68.8027777777778,-59.2092391304348,-32.6994535519126,-59.0631868131868,NA,NA,NA,NA,NA,-65.3333333333333,6,61.6666666666667,-22.3333333333333,NA,NA,NA,NA,1.52847696666667,1.38928846666667,1.08179522666667,1.15605381666667,1001.75333333333,1016.42333333333,1015.67,1013.51,0.7,0.233333333333333,0.366666666666667,0.7,1.32666666666667,0.443333333333333,0.416666666666667,-0.626666666666667,852.4311828,1171.702151,12.83333333,-2.7,12.76417582,36.57901099,NA,NA
1978,0.0431562499068249,0.193244930519455,-0.164092306707097,-0.116349908675271,NA,NA,NA,NA,112.646892655367,-48.6318681318681,-9.26702997275204,-20.1222222222222,163116.666666667,222923.913043478,179053.260869565,NA,NA,-111,8.66666666666667,46.3333333333333,-1.33333333333333,NA,NA,NA,NA,1.10453535333333,0.552076593333333,0.55797851,0.459728406666667,1003.71,1013.49666666667,1016.92,1012.46,0.633333333333333,-0.133333333333333,-0.366666666666667,-0.266666666666667,0.366666666666667,1.17666666666667,-0.55,-0.136666666666667,2197.168459,1245.09319,12.13333333,-6.933333333,11.11296703,96.79065934,NA,NA
1979,-0.217950721307733,-0.0432644777599422,0.210290229731593,0.578819751739502,NA,NA,NA,NA,69.3621169916435,-60.2861035422343,-95.149863760218,28.6083333333333,154775.555555556,196728.260869565,135309.782608696,NA,NA,-58,13.3333333333333,49,-45,0.365,0.13,0.05,0.38,-0.62114414,-0.81500131,-1.07398596333333,-0.62992959,1011.12333333333,1012.39,1016.68,1011.18666666667,0.0333333333333333,0.233333333333333,0.0666666666666667,0.433333333333333,-0.78,0.76,0.51,0.846666666666667,874.8078853,1073.217921,13.83333333,-4.666666667,11.46747253,76.85274725,NA,NA
1980,0.36701537699535,0.151066226520758,-0.25615487866018,-0.306184844312997,0.264121413230896,0.109056870142619,-0.450718561808268,-0.303790012995402,128.691460055096,-57.717032967033,-53.6457765667575,5.6043956043956,147043.956043956,186173.913043478,186035.869565217,NA,NA,-110.333333333333,15.3333333333333,77,-43.6666666666667,0.396666666666667,0.516666666666667,0.463333333333333,0.0866666666666667,-1.38887589666667,-0.475883982666667,-0.918769883333333,-0.299145240666667,1005.14666666667,1012.13,1018.09666666667,1010.96333333333,0.566666666666667,0.4,0.266666666666667,0,0.263333333333333,1.26,0.173333333333333,0.606666666666667,1819.114695,1376.379928,12.33333333,-3.533333333,11.27692308,92.48505495,13.11959341,238.2604396
1981,0.22893625559478,0.381457142377722,0.282842243676898,0.0974571255431778,0.624603033065796,0.217673858006795,-0.628288507461548,-0.180848360061646,57.1472222222222,-69.0570652173913,-18.75,20.828729281768,194722.222222222,186293.47826087,251771.739130435,NA,NA,-129,-0.666666666666667,51.6666666666667,-36.3333333333333,-0.21,0.156666666666667,-0.473333333333333,-0.11,-0.53494929,-0.372529246666667,-0.404988955533333,0.157134343233333,1002.49666666667,1011.67666666667,1016.5,1012.52,-0.266666666666667,-0.4,-0.266666666666667,-0.166666666666667,0.65,1.39666666666667,0.903333333333333,0.466666666666667,1109.682437,1265.046595,13.03333333,-6.866666667,11.14032967,82.6732967,13.02269231,259.0868132
1982,0.0485007154530492,-0.200775875305307,-0.478130389904154,-0.27847945690155,-0.186168114344279,-0.701028188069661,-0.637275616327922,-0.154750903447469,94.0473537604457,-46.7907608695652,-47.9646739130435,65.4697802197802,193633.333333333,320097.826086957,274839.130434783,NA,NA,-69.6666666666667,24,49.3333333333333,-26.6666666666667,-0.336666666666667,-0.216666666666667,1.53,2.00666666666667,-0.184069173333333,-0.894959713333333,-0.638386033333333,-0.777458466666667,1009.81,1016.46,1015.92333333333,1013.05333333333,0,0.466666666666667,0.866666666666667,1.93333333333333,0.403333333333333,-0.193333333333333,0.0633333333333333,0.32,3242.21147,1604.519713,12.43333333,-3.866666667,10.8810989,122.4379121,12.41759341,338.8703297
1983,0.0145771380128532,0.324881224865201,0.109153090948346,0.127248558504828,0.455425024032593,0.880825519561768,0.700050115585327,0.259047269821167,47.1708683473389,-51.7814207650273,-71.6804407713499,-14.4490358126722,194233.333333333,314239.130434783,223402.173913043,NA,NA,-172,-19,24,-47.3333333333333,2.59666666666667,2.78666666666667,0.886666666666667,-0.423333333333333,0.281384766666667,-0.344720186666667,-0.0451776336666667,-0.11195819,1001.59333333333,1011.71666666667,1016.15666666667,1011.96333333333,2.1,1.3,0.3,-0.766666666666667,0.653333333333333,1.92666666666667,2.57333333333333,0.963333333333333,2480.530466,1748.143369,12.33333333,-6.733333333,11.2643956,106.6341758,13.60197802,297.5428571
1984,0.432952148338844,0.309368761243491,0.151044351205058,0.0422866284162149,0.26307225227356,0.0485913753509521,-0.795330047607422,-0.429879188537598,83.1448863636364,-84.6593406593407,-86,34.1367521367521,200901.098901099,281086.956521739,234728.260869565,NA,NA,-70.6666666666667,-14.3333333333333,65,-52,-0.483333333333333,-0.163333333333333,-0.393333333333333,-0.28,-0.16404819,0.953559626666667,0.507168573333333,0.876282406666667,1007.12333333333,1012.03666666667,1016.37,1010.71666666667,-0.633333333333333,-0.4,-0.3,-0.566666666666667,1.46666666666667,1.53,-0.01,0.653333333333333,2853.265233,1662.483871,12.56666667,-9.366666667,10.71879121,143.3996703,12.38463736,323.3
1985,0.0289481346634613,-0.345293803598689,-0.218204900588112,-0.158792608633809,-0.0676796436309814,-0.432494004567464,-0.539702177047729,-1.06189918518066,72.8796561604585,-57.2513661202186,-45.4016393442623,72.6043956043956,190355.555555556,210619.565217391,133732.608695652,NA,NA,-26.3333333333333,5,60.3333333333333,0,-0.38,-0.86,-0.32,-0.16,0.170517743,0.23567779,-0.0329928013333333,-1.30448022333333,1008.33333333333,1016.74333333333,1017.03666666667,1014.68333333333,-0.966666666666667,-0.8,-0.533333333333333,-0.333333333333333,1.01,0.253333333333333,0.686666666666667,-0.00666666666666667,1255.916129,1321.070968,11.9,-3.3,11.68593407,88.7756044,13.4371978,221.0087912
1986,0.246118316842222,0.386612215946461,0.053768348145759,0.470028803266328,-0.6863694190979,-0.0607571601867676,-0.465510686238607,-0.4750816822052,136.810584958217,-82.7527173913043,-15.1413043478261,-0.65564738292011,167600,276945.652173913,180168.47826087,NA,NA,-159.333333333333,-7.33333333333333,58.3333333333333,-4.33333333333333,-0.333333333333333,-0.363333333333333,0.576666666666667,0.843333333333333,-1.29948936666667,-0.64380841,-0.87517878,-0.52108112,1001.25,1013.69,1015.68333333333,1012.63,-0.466666666666667,-0.2,0.2,0.9,1.03666666666667,1.63,0.83,0.996666666666667,1791.756272,1490.293907,11.26666667,-5.5,11.76340659,105.631978,13.31784615,263.3428571
1987,0.45855084274007,0.283634292394265,-0.276376541181542,0.149015307700497,0.578121105829875,0.430478731791178,-0.733765999476115,-0.172696272532145,105.83008356546,-70.5869565217391,-38.0788043478261,-25.1577464788732,155311.111111111,175217.391304348,123996.739130435,NA,NA,-110.333333333333,-5.33333333333333,59,-23,1.04,1.68,1.80666666666667,1.07,0.332657383333333,0.343507176666667,0.386701816666667,0.270996813333333,1003.22333333333,1012.35,1015.50333333333,1012.53333333333,1.2,1,1.46666666666667,1.46666666666667,1.8,2.03666666666667,1.85666666666667,1.75666666666667,826.5863799,1081.860215,11.93333333,-6.566666667,13.07406593,46.55,14.00446154,180.0351648
1988,0.0132102283938178,-0.0596399004431977,-0.220489463312873,-0.235127068114007,0.318384806315104,-0.062787135442098,-0.559689998626709,-0.741246461868286,54.1813186813187,-91.6630434782609,-88.4726775956284,-23.6741573033708,147081.318681319,153645.652173913,125751.086956522,NA,NA,-67,-5,50.3333333333333,-25,0.55,-0.06,-1.58333333333333,-1.64,0.864785786666667,1.44001996,1.62013856666667,1.34861133333333,1006.35666666667,1012.97333333333,1015.76666666667,1012.50666666667,0.8,-0.366666666666667,-1.23333333333333,-1.5,1.14666666666667,1.18666666666667,0.523333333333333,-0.163333333333333,706.3731183,961.7032258,12.76666667,-6.933333333,12.0078022,57.74395604,13.31790934,170.2934066
1989,-0.339264697042005,0.06084457539964,0.174606448206408,0.12108399840607,-0.461732069651286,-0.0793567895889282,0.326222737630208,0.128131866455078,120.813888888889,-27.4076086956522,-48.383152173913,-9.53168044077135,160308.888888889,211663.043478261,133401.086956522,NA,NA,-17,-10.6666666666667,51,5,-1.21333333333333,-1.11,-0.956666666666667,-0.5,0.90987403,0.765536273333333,0.817697393333333,0.265145736666667,1011.8,1015.63,1017.06666666667,1014.01,-1.63333333333333,-0.833333333333333,-0.333333333333333,-0.2,-0.8,-0.226666666666667,0.426666666666667,-0.19,970.9498208,1065.784229,12.26666667,-5.466666667,11.9567033,86.43021978,13.44176923,222.7483516
1990,0.006107248520029,0.0394251130778214,0.357316227068846,0.252725717391091,0.0512869358062744,-0.165820916493734,0.554911533991496,0.384319067001343,33.5777777777778,-31.3188010899183,-31.1766304347826,-57.3324175824176,160833.333333333,212467.391304348,212725,NA,NA,-31.6666666666667,5.33333333333333,47.6666666666667,-3,0.176666666666667,0.27,0.09,0.09,-0.0613260966666667,0.266075201666667,-0.218046076,-0.339476523333333,1010.10666666667,1013.42333333333,1015.94666666667,1015.74666666667,0.0666666666666667,0.3,0.333333333333333,0.366666666666667,-0.386666666666667,0.03,0.273333333333333,-0.666666666666667,1170.224014,966.9261649,14.06666667,-4.366666667,12.34241758,69.25230769,13.08423077,252.0626374
1991,0.045696271425006,-0.107198019822439,-0.294367105659397,0.125350232507991,-0.519798517227173,-0.197981119155884,-0.721110264460246,-0.0860034624735514,49.2972222222222,-14.7065217391304,-57.4986376021798,-6.58241758241758,206300,252043.47826087,221434.782608696,NA,NA,-41.3333333333333,19.6666666666667,55,7.33333333333333,0.173333333333333,0.256666666666667,0.73,0.96,-0.86051957,-0.357650574666667,-0.48043838,-0.736994306666667,1007.45,1014.41,1015.93666666667,1011.21666666667,0.366666666666667,0.333333333333333,0.633333333333333,0.866666666666667,-1.81333333333333,-0.753333333333333,-0.403333333333333,0.52,1123.694624,1069.136201,13.83333333,-2.566666667,11.35758242,67.05318681,12.06582418,264.9351648
1992,0.0374408823320235,0.490183583073232,0.596018104991694,0.352065734753663,0.460580110549927,1.19313454627991,0.568589369455973,0.0116692384084066,-64.9505494505494,-49.5407608695652,-5.25136612021858,-36.0027472527473,142432.967032967,172493.47826087,138784.782608696,NA,NA,-118,19.6666666666667,69.3333333333333,-11,1.52666666666667,1.79666666666667,0.806666666666667,0.68,-0.05881037,-1.35001079,-1.35351916666667,-1.06543113333333,1004.54,1013.37,1015.64666666667,1012.16666666667,1.6,1.3,0.4,-0.2,0.15,0.986666666666667,1.53333333333333,0.896666666666667,672.1967742,941.2154122,12,-5.833333333,13.23648352,41.15648352,14.88742857,181.0087912
1993,0.0666150848755891,0.44607263865142,0.513727288410581,0.278170569189664,0.0292369524637858,0.574010848999023,0.628300746281942,-0.115669727325439,134.395543175487,-90.4386920980926,-20.8497267759563,12.2857142857143,141117.777777778,202223.913043478,172590.217391304,NA,NA,-46,-34.3333333333333,51.3333333333333,13,0.846666666666667,1.08,1.01,0.763333333333333,-2.2754968,-1.19672488666667,-1.624994,-2.46680016666667,1008.79,1009.92666666667,1015.92,1014.01333333333,0.1,0.633333333333333,0.4,0.1,0.256666666666667,1.36666666666667,2.46,1.40333333333333,1768.264516,1097.9319,10.43333333,-4.333333333,11.37604396,98.33758242,13.056,231.1259341
1994,0.375463275251717,0.360792743406077,0.318088415847428,-0.0277927935808554,0.524196545283,0.55847954750061,0.452647050221761,0.723892052968343,15.8551532033426,-56.6021798365123,-21.5108695652174,1.99175824175824,125124.444444444,163027.173913043,144456.52173913,NA,NA,-63.6666666666667,6.33333333333333,61,-6,0.0366666666666667,-0.06,0.656666666666667,1.17333333333333,-1.9444107,-1.20140714666667,-0.727166983333333,-1.30134286666667,1008.51,1013.31666666667,1017.2,1014.38333333333,0.1,0.3,0.4,0.766666666666667,0.956666666666667,1.02666666666667,-0.09,-1.54666666666667,482.4415771,851.3179211,14.4,-3.666666667,12.62153846,51.49054945,14.6437033,187.743956
1995,-0.280814344238961,0.181005307175647,0.135559121493635,0.26582219189611,0.26251228650411,0.685712258021037,0.84088404973348,0.925425291061401,85.1727019498607,16.5776566757493,-19.0980926430518,-0.324175824175824,151348.888888889,208489.130434783,205978.260869565,NA,NA,-151,11.3333333333333,42,-24.3333333333333,0.706666666666667,0.16,-0.3,-0.726666666666667,-1.02555351,-1.79461756666667,-1.18448166666667,-0.56302038,1004.72666666667,1013.22666666667,1016.21666666667,1011.68666666667,0.933333333333333,0.3,-0.233333333333333,-0.933333333333333,-0.606666666666667,1.01333333333333,1.06333333333333,0.45,2661.81362,1444.677419,12.8,-4.533333333,11.02802198,96.80582418,13.64065934,246.8757143
1996,0.50961041984887,0.664384361108144,0.331541891755729,0.103066505234817,0.734522422154745,0.314073006312052,-0.440062284469604,0.104225556055705,86.5276243093923,4.76775956284153,7.83106267029973,3.86813186813187,281318.681318681,323902.173913043,263173.913043478,NA,18.78,-95.3333333333333,-6.33333333333333,95.6666666666667,4.66666666666667,-0.82,-0.72,-0.753333333333333,-0.29,-0.49204,-0.953215386666667,-0.89747334,-1.02505771333333,1005.32333333333,1012.12333333333,1017.66,1013.74333333333,-0.9,-0.433333333333333,-0.3,-0.4,0.5,1.55,0.576666666666667,-9.25411729306898e-18,2113.553047,1386.494624,12.86666667,-5.2,10.6478022,126.9906593,12.48956044,355.5536264
1997,0.193926425226803,0.51639201401294,1.24118638531915,0.756686256123685,0.234450181325277,0.500360171000163,1.06974991162618,1.44785133997599,219.003412969283,-53.5820895522388,-25.4944444444444,105.00835654596101,245544.444444444,356086.956521739,314271.739130435,10.2969230769231,17.8223684210526,-49.6666666666667,-14.3333333333333,24,-38,-0.61,0.186666666666667,2.18666666666667,2.08,-1.3694127,-0.667120213333333,-0.832194043333333,-0.300568756666667,1005.36,1013.08333333333,1015.58666666667,1011.91666666667,-0.466666666666667,0.333333333333333,1.56666666666667,2.26666666666667,0.16,1.17666666666667,2.63333333333333,1.64,2477.584229,1544.537634,13.16666667,-3.966666667,11.1221978,152.6014286,12.67197802,425.0536264
1998,0.370556194343786,0.270525195269749,0.0369293947329466,-0.26651357837107,1.76963114738464,1.40701103210449,0.282696485519409,0.439283132553101,116.393767705382,-4.73121387283237,20.6502732240437,112.815934065934,182300,232695.652173913,217684.782608696,11.290625,19.8688888888889,-139.333333333333,9.33333333333333,83,-37.3333333333333,2.23,2.36,-0.93,-1.27333333333333,0.896218193333333,0.564137516666667,0.261613696666667,0.286860810666667,1003.09666666667,1013.01,1018.10333333333,1012.44,2.16666666666667,0.966666666666667,-0.666666666666667,-1.4,1.02,1.32666666666667,0.0466666666666667,-1.04,2270.853047,1407.125448,15.16666667,-4.9,11.01505495,109.0508791,13.81572802,273.5340659
1999,-0.396300293796364,-0.89625213666894,-0.913835729949776,-0.779979069479581,0.321203867594401,-0.584376494089762,-0.589438358942668,-0.691026369730631,226.480555555556,18.1320224719101,-75.6876712328767,68.7301136363636,199811.111111111,273565.217391304,265608.695652174,10.1820895522388,18.0173913043478,-148,-1.33333333333333,55,-17.3333333333333,-1.23,-1.21333333333333,-1.17333333333333,-1.27,1.38527183,1.7417763,1.57330333333333,1.26811226666667,1008.74333333333,1014.96,1015.84,1013.36666666667,-1.46666666666667,-1.03333333333333,-1.06666666666667,-1.33333333333333,-0.473333333333333,-0.473333333333333,-0.973333333333333,-1.93666666666667,1856.007885,1305.322581,12.8,-3.833333333,10.73142857,109.9456044,12.73516484,303.3868132
