# Merged set of all available records in the PSECrepository
# Variable descriptions and source data available at https://github.com/SOLV-Code/Open-Source-Env-Cov-PacSalmon
# File generated on Wed May 22 22:00:13 2024
Year,PDOMeanNovToMar,EntrIslSSTMeanAprToJun,PineIslSSTMeanAprToJun,SSSIndexJulToAug,SSSIndexJulToSep,PDOSumDecToMarch,PDOSumMayToSep,ONIAvgJanToJun,SST7BuoysMeanMayToSep,Upper20mTempAvgNovToMar,Upper20mTempAvgMayToSep,DeepTempAvgMayToSep,DeepSalinityAvgMayToSept,NOAAOceanCondIdx,ColumbiaRFlowMeanDecToFeb,ColumbiaRFlowMeanMarToMay,ColumbiaRFlowMeanJunToAug,ColumbiaRTempMeanMarToMay,ColumbiaRTempMeanJunToAug,CoastUpIdxMeanDecToFeb,CoastUpIdxMeanMarToMay,CoastUpIdxMeanJunToAug,CoastUpIdxMeanSepToNov,NPacGyreOscMeanDecToFeb,NPacGyreOscMeanMarToMay,NPacGyreOscMeanJunToAug,NPacGyreOscMeanSepToNov,OcNinoIdxMeanDecToFeb,OcNinoIdxMeanMarToMay,OcNinoIdxMeanJunToAug,OcNinoIdxMeanSepToNov,WashTranspMeanDecToFeb,WashTranspMeanMarToMay,WashTranspMeanJunToAug,WashTranspMeanSepToNov,PDOMeanDecToFeb,PDOMeanMarToMay,PDOMeanJunToAug,PDOMeanSepToNov,MEIv2MeanDecToFeb,MEIv2MeanMarToMay,MEIv2MeanJunToAug,MEIv2MeanSepToNov,Pacea_ALPI_Anomaly,Pacea_NPI_Value,Pacea_NPI_Anomaly
1953,-0.496,11.89,8.403,30.943,30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169.666666666667,-6,33.6666666666667,-46,0.84566811,1.24608006666667,0.9054612,1.14062287,0.366666666666667,0.7,0.733333333333333,0.8,NA,NA,NA,NA,-0.2,-0.213333333333333,0.36,-0.583333333333333,NA,NA,NA,NA,2.2,1007.6,-1.3
1954,-0.682,11.297,8.2,30.443,30.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.6666666666667,11.3333333333333,26,-60.3333333333333,1.2231421,-0.15239996,0.00387993533333334,0.0919163933333333,0.7,-0.3,-0.633333333333333,-0.8,NA,NA,NA,NA,-0.953333333333333,-0.613333333333333,0.493333333333333,0.1,NA,NA,NA,NA,-2.32,1009.81,0.91
1955,-0.472,10.73,7.9,31.015,30.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70,22.6666666666667,75.3333333333333,-6,0.160352436666667,0.0287150466666667,0.0568700076666667,-0.238149799666667,-0.666666666666667,-0.766666666666667,-0.7,-1.4,NA,NA,NA,NA,-0.606666666666667,-1.48,-2.34666666666667,-2.61,NA,NA,NA,NA,-2.62,1011.21,2.31
1956,-2.722,11.73,7.743,30.76,30.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.3333333333333,30.6666666666667,57.6666666666667,-6.66666666666667,-0.17856907,0.0422338473333333,0.491580273333333,0.00762869266666667,-1.13333333333333,-0.533333333333333,-0.566666666666667,-0.433333333333333,NA,NA,NA,NA,-2.65666666666667,-2.04666666666667,-1.29666666666667,-1.70666666666667,NA,NA,NA,NA,-4.68,1012.3,3.4
1957,-1.172,12.597,8.243,30.685,30.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.3333333333333,-1.66666666666667,45.3333333333333,-3.66666666666667,-1.33251185,-1.21097663333333,-0.943163293333333,-1.11943286666667,-0.166666666666667,0.666666666666667,1.23333333333333,1.4,NA,NA,NA,NA,-1.26,0.00666666666666666,0.996666666666667,0.923333333333333,NA,NA,NA,NA,-1.6,1010.31,1.41
1958,0.04999999999999999,13.833,9.487,31.008,30.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-186,11,78.6666666666667,-9,-0.151136016666667,-0.90734607,-0.740629096666667,-0.49592015,1.73333333333333,0.966666666666667,0.533333333333333,0.433333333333333,NA,NA,NA,NA,0.106666666666667,0.863333333333333,1.09333333333333,0.04,NA,NA,NA,NA,2.12,1007.83,-1.07
1959,-0.002,12.213,8.797,30.98,30.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.6666666666667,15,74,-3.66666666666667,-0.29102917,-0.427073893333333,-0.424687156666667,0.0529408303333333,0.6,0.333333333333333,-0.2,-0.0333333333333333,NA,NA,NA,NA,0.373333333333333,-0.246666666666667,-0.226666666666667,0.26,NA,NA,NA,NA,-2.16,1010.3,1.4
1960,0.35600000000000004,11.66,8.7,30.998,30.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62,-17.3333333333333,54,-33.3333333333333,0.752581116666667,0.858557096666667,0.486747136666667,0.655293223333333,-0.0666666666666667,-0.0333333333333333,0.1,0.2,NA,NA,NA,NA,0.293333333333333,0.263333333333333,-0.00333333333333334,-0.36,NA,NA,NA,NA,-0.35,1009.26,0.36
1961,0.32799999999999996,12.42,9.123,30.943,30.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158,-26.3333333333333,35,-3.33333333333333,1.1995759,1.36892174,1.11306326666667,0.44742972,0.0333333333333333,0.1,0.1,-0.266666666666667,NA,NA,NA,NA,0.593333333333333,0.123333333333333,-0.986666666666667,-2.04666666666667,NA,NA,NA,NA,2.92,1006.87,-2.03
1962,-1.68,11.85,8.407,31.142,31.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.6666666666667,9.66666666666667,52.3333333333333,-40.3333333333333,0.140785213333333,-0.606035993333333,-0.245723319,0.314687033333333,-0.2,-0.266666666666667,-0.1,-0.2,NA,NA,NA,NA,-1.71,-1.14666666666667,-1.18666666666667,-1.16666666666667,NA,NA,NA,NA,-1.63,1010.68,1.78
1963,-0.472,12.71,9.153,31.055,31.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69,-1.33333333333333,48.3333333333333,-40.3333333333333,-0.209223423333333,-0.778448603333333,-0.405845533333333,0.429334713333333,-0.333333333333333,0.266666666666667,0.833333333333333,1.3,NA,NA,NA,NA,-0.483333333333333,-0.533333333333333,-0.97,-0.716666666666667,NA,NA,NA,NA,2.32,1007.47,-1.43
1964,-0.846,11.637,8.523,30.025,30.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.6666666666667,34.6666666666667,41,-12.3333333333333,0.635469503333333,0.291241286666667,1.08998458333333,0.566539797333333,1,-0.266666666666667,-0.633333333333333,-0.8,NA,NA,NA,NA,-0.426666666666667,-1.27,-0.62,-0.616666666666667,NA,NA,NA,NA,0.74,1009.08,0.18
1965,-0.936,11.71,8.43,31.708,31.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.3333333333333,33,83.3333333333333,-26.6666666666667,-0.708754603333333,-0.993733446666667,-0.65548186,-0.8195278,-0.566666666666667,0.2,1.16666666666667,1.96666666666667,NA,NA,NA,NA,-1.30666666666667,-1.15828932093868e-17,-0.356666666666667,-0.12,NA,NA,NA,NA,-1.62,1009.89,0.99
1966,-0.534,11.567,8.37,31.19,31.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.3333333333333,31.3333333333333,70,-12.6666666666667,-0.876998353333333,-1.21569434333333,-1.11850912666667,-0.830391996666667,1.43333333333333,0.7,0.166666666666667,-0.133333333333333,NA,NA,NA,NA,-0.263333333333333,-0.586666666666667,0.0233333333333333,-0.883333333333333,NA,NA,NA,NA,-1.88,1011.27,2.37
1967,-0.61,12.44,8.663,31.03,30.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,28,120.666666666667,-24.3333333333333,-0.630369216666667,-1.00189171,-1.05981195333333,-0.210691651133333,-0.4,-0.366666666666667,-0.0666666666666667,-0.333333333333333,-98.3788546255507,-27.413698630137,-25.3038674033149,-36.5307262569832,-0.233333333333333,-1.11,-1.09666666666667,-0.47,NA,NA,NA,NA,-0.17,1010.96,2.06
1968,-0.422,11.833,8.663,30.555,30.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95,11,61.3333333333333,-47.3333333333333,-0.541789596666667,-1.01658945666667,-1.00638267333333,-0.625821636666667,-0.566666666666667,-0.333333333333333,0.466666666666667,0.533333333333333,109.254901960784,-102.242424242424,-41.1868131868132,-66.2722222222222,-0.583333333333333,-0.623333333333333,0.123333333333333,-0.24,NA,NA,NA,NA,-0.4,1009.02,0.12
1969,-0.884,12.25,8.413,31.14,30.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.6666666666667,-3.33333333333333,71,-20.3333333333333,-1.38840374666667,-0.335863331,-0.57957761,0.087960005,1.06666666666667,0.766666666666667,0.433333333333333,0.833333333333333,217.064245810056,-84.2767123287671,-39.4502762430939,-27.5580736543909,-1.16,-0.38,0.06,0.203333333333333,NA,NA,NA,NA,-2.72,1010.83,1.93
1970,0.78,12.473,8.507,31.542,31.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.666666666667,19.6666666666667,63.3333333333333,-16.6666666666667,0.204755103333333,-0.0500761833333333,0.35219072,0.136890333333333,0.466666666666667,0.166666666666667,-0.566666666666667,-0.8,19.8271954674221,-66.6675900277008,-40.1777777777778,18.7628571428571,0.806666666666667,0.423333333333333,-0.75,-1.28666666666667,NA,NA,NA,NA,3.69,1005.74,-3.16
1971,-1.418,10.96,7.96,30.56,30.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.3333333333333,5,34,-10.3333333333333,-0.0711822576666667,0.600884986666667,0.636532166666667,0.347181686666667,-1.3,-0.866666666666667,-0.766666666666667,-0.9,95.0056818181818,-62.4246575342466,-52.7671232876712,-34.0055096418733,-1.53666666666667,-1.60666666666667,-1.3,-0.42,NA,NA,NA,NA,-2.25,1011.48,2.58
1972,-1.806,11.453,7.79,30.015,30.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.6666666666667,2.66666666666667,54.3333333333333,-3.66666666666667,-0.322304651,-0.707543146666667,-0.50358629,-0.859019803333333,-0.666666666666667,0.4,1.13333333333333,1.83333333333333,104.421052631579,-65.3907103825137,-8.18852459016393,-8.00554016620499,-1.89666666666667,-1.77,-0.816666666666667,0.283333333333333,NA,NA,NA,NA,-4.51,1011.84,2.94
1973,-0.266,11.553,8.25,31.42,31.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74,22.3333333333333,68.6666666666667,-15.3333333333333,-0.438000431666667,0.0439082026666667,0.33506073,0.198195356666667,1.7,-0.0333333333333333,-1.1,-1.7,80.4078212290503,-54.6318681318681,-45.3369565217391,36.8254847645429,-0.466666666666667,-0.65,-0.893333333333333,-1.06333333333333,NA,NA,NA,NA,-1.62,1009.51,0.61
1974,-1.268,11.14,8.197,30.185,30.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72,-3,62.6666666666667,-8,-0.350173926666667,-0.0592448283333333,0.285837753333333,-0.0391846848,-1.8,-1.03333333333333,-0.566666666666667,-0.6,55.2022471910112,-60.3379120879121,-34.366391184573,1.21944444444444,-1.21,-0.566666666666667,-0.04,0.256666666666667,NA,NA,NA,NA,1.04,1009.06,0.16
