# Merged set of all available records in the PSECrepository
# Variable descriptions and source data available at https://github.com/SOLV-Code/Open-Source-Env-Cov-PacSalmon
# File generated on Wed May 22 22:00:13 2024
Year,PDOMeanNovToMar,EntrIslSSTMeanAprToJun,PineIslSSTMeanAprToJun,SSSIndexJulToAug,SSSIndexJulToSep,PDOSumDecToMarch,PDOSumMayToSep,ONIAvgJanToJun,SST7BuoysMeanMayToSep,Upper20mTempAvgNovToMar,Upper20mTempAvgMayToSep,DeepTempAvgMayToSep,DeepSalinityAvgMayToSept,NOAAOceanCondIdx,ColumbiaRFlowMeanDecToFeb,ColumbiaRFlowMeanMarToMay,ColumbiaRFlowMeanJunToAug,ColumbiaRTempMeanMarToMay,ColumbiaRTempMeanJunToAug,CoastUpIdxMeanDecToFeb,CoastUpIdxMeanMarToMay,CoastUpIdxMeanJunToAug,CoastUpIdxMeanSepToNov,NPacGyreOscMeanDecToFeb,NPacGyreOscMeanMarToMay,NPacGyreOscMeanJunToAug,NPacGyreOscMeanSepToNov,OcNinoIdxMeanDecToFeb,OcNinoIdxMeanMarToMay,OcNinoIdxMeanJunToAug,OcNinoIdxMeanSepToNov,WashTranspMeanDecToFeb,WashTranspMeanMarToMay,WashTranspMeanJunToAug,WashTranspMeanSepToNov,PDOMeanDecToFeb,PDOMeanMarToMay,PDOMeanJunToAug,PDOMeanSepToNov,MEIv2MeanDecToFeb,MEIv2MeanMarToMay,MEIv2MeanJunToAug,MEIv2MeanSepToNov,Pacea_ALPI_Anomaly,Pacea_NPI_Value,Pacea_NPI_Anomaly
1926,0.57,13.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823333333333333,1.01,1.57333333333333,1.27666666666667,NA,NA,NA,NA,4.23,1005.14,-3.76
1927,1.002,11.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28666666666667,0.09,-0.116666666666667,-0.366666666666667,NA,NA,NA,NA,0.87,1007.96,-0.94
1928,0.454,12.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606666666666667,0.663333333333333,-0.09,-0.86,NA,NA,NA,NA,0.66,1008.52,-0.38
1929,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823333333333333,0.706666666666667,-0.0833333333333333,0.493333333333333,NA,NA,NA,NA,1.61,1007.67,-1.23
1930,0.13799999999999998,11.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,-0.356666666666667,-0.133333333333333,-0.296666666666667,NA,NA,NA,NA,-2.1,1010.93,2.03
1931,0.732,13.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946666666666667,1.35666666666667,0.633333333333333,0.0533333333333333,NA,NA,NA,NA,2.91,1006.22,-2.68
1932,0.22000000000000003,12.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333334,0.766666666666667,-0.0533333333333333,-0.523333333333333,NA,NA,NA,NA,-2.2,1011.15,2.25
1933,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.133333333333333,-1.35,-0.973333333333333,NA,NA,NA,NA,-3.04,1010.65,1.75
1934,0.328,NA,NA,30.71,30.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0833333333333333,1.4,0.83,1.66,NA,NA,NA,NA,2.95,1006.66,-2.24
1935,0.998,12.47,NA,31,30.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15666666666667,0.66,0.9,0.44,NA,NA,NA,NA,-0.75,1008.91,0.01
1936,1.362,13.05,NA,30.21,30.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77333333333333,1.50333333333333,2.21666666666667,1.59666666666667,NA,NA,NA,NA,2.66,1007.51,-1.39
1937,0.764,10.833,8.543,31.01,31.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263333333333333,0.37,0.503333333333333,0.403333333333333,NA,NA,NA,NA,-3.37,1012.92,4.02
1938,0.226,12.25,7.587,31.44,31.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356666666666667,0.0866666666666667,-0.286666666666667,0.18,NA,NA,NA,NA,0.11,1008.94,0.04
1939,0.584,10.997,8.093,31.13,31.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943333333333333,0.346666666666667,0.03,-1.09666666666667,NA,NA,NA,NA,0.32,1009.39,0.49
1940,1.258,12.823,9.527,31.405,31.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,2.19333333333333,1.98333333333333,0.99,NA,NA,NA,NA,6.42,1003.68,-5.22
1941,1.852,12.223,9.84,31.472,31.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05666666666667,2.18333333333333,2.88333333333333,1.20333333333333,NA,NA,NA,NA,4.58,1005.35,-3.55
1942,0.68,12.213,9.253,31.008,31.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903333333333333,0.64,0.583333333333333,0.373333333333333,NA,NA,NA,NA,2.18,1008.1,-0.8
1943,-0.2,11.753,8.683,31.285,31.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.386666666666667,0.59,-0.193333333333333,-0.08,NA,NA,NA,NA,-2.97,1012.33,3.43
1944,0.26,11.717,8.773,32.045,31.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.15,-0.63,-0.21,NA,NA,NA,NA,0.87,1007.8,-1.1
1945,-0.038,12.093,8.627,31.64,31.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0333333333333333,-0.296666666666667,0.586666666666667,-0.703333333333333,NA,NA,NA,NA,3,1006.08,-2.82
1946,-0.864,12.093,8.41,30.7,30.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.656666666666667,-0.23,-0.686666666666667,-0.686666666666667,NA,NA,NA,NA,1.7,1009.33,0.43
1947,-0.458,12.1,8.657,30.727,30.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.5,10,28,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66,0.746666666666667,0.606666666666667,0.43,NA,NA,NA,NA,-2.12,1010.67,1.77
1948,0.12999999999999998,11.737,8.69,30.618,30.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37,-8.66666666666667,32,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273333333333333,-0.53,-0.8,-1.31666666666667,NA,NA,NA,NA,-2.61,1011.34,2.44
1949,-1.84,11.817,8.347,31.33,31.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.3333333333333,0,42,-67.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.43666666666667,-0.866666666666667,-0.853333333333333,-1.05666666666667,NA,NA,NA,NA,-1.6,1010.92,2.02
1950,-1.56,10.967,7.547,30.508,30.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.3333333333333,-1.33333333333333,39.3333333333333,-37.3333333333333,-1.81711325,-0.819301953333333,-0.624160913333333,-0.24639503,-1.4,-1.16666666666667,-0.6,-0.466666666666667,NA,NA,NA,NA,-1.94666666666667,-1.52,-1.8,-1.98666666666667,NA,NA,NA,NA,-1.93,1010.39,1.49
1951,-1.544,12,8.117,31.385,31.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.6666666666667,16,87.6666666666667,-49.3333333333333,-0.461907613333333,-0.734031646666667,-1.23800606666667,-1.16698223333333,-0.7,0.133333333333333,0.733333333333333,1.06666666666667,NA,NA,NA,NA,-1.12,-0.836666666666667,-0.586666666666667,-0.226666666666667,NA,NA,NA,NA,-1.83,1011.9,3
1952,-1.012,11.083,7.917,31.278,31.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.3333333333333,5.66666666666667,54.3333333333333,-16.6666666666667,-1.2169328,-0.576581256666667,-1.068577,-0.385547836666667,0.566666666666667,0.266666666666667,-0.0333333333333333,0.1,NA,NA,NA,NA,-1.38333333333333,-0.893333333333333,-1.09333333333333,-0.666666666666667,NA,NA,NA,NA,-2.87,1011.09,2.19
