# SMOOTHED VERSION OF MONTHLY ANOMALIES OF LARGE-SCALE OCEAN INDICES
# Variable descriptions and source data available at https://github.com/SOLV-Code/Open-Source-Env-Cov-PacSalmon
# File generated on Wed Oct 23 19:58:10 2024
# Extracted monthly anomalies from the pacea package and then converted to time series with ts()
# and applied loess() smoothing with f=1/35
# Source data: https://github.com/SOLV-Code/Open-Source-Env-Cov-PacSalmon/tree/main/DATA/DFO_PACEA_Package
# Processing script:https://github.com/SOLV-Code/Open-Source-Env-Cov-PacSalmon/blob/main/CODE/4_ComparisonOfLargeScaleOceanIndices.R
year,pdo,mei,ao,npgo,npi,oni
1980,0.4042150282130307,0.45102303607787225,-1.4119653268514847,-1.5643087052631828,-1.011078307952672,0.5681226859119045
1980.0833333333333,0.393869090300331,0.41727284417929905,-1.2604922692704204,-1.4264294214430056,-0.9553491122681319,0.5094448273285056
1980.1666666666667,0.38352315238760304,0.3835226522806337,-1.1090192116889424,-1.288550137622452,-0.89961991658344,0.45076696874494643
1980.25,0.3731772144749034,0.34977246038206045,-0.9575461541078781,-1.1506708538022747,-0.8438907208988999,0.39208911016154746
1980.3333333333333,0.3628312765622037,0.3160222684834872,-0.8060730965268137,-1.0127915699820975,-0.7881615252143599,0.3334112515781485
1980.4166666666667,0.3524853386494758,0.28227207658482184,-0.6546000389453359,-0.874912286161544,-0.7324323295296679,0.2747333929945894
1980.5,0.40077187881404663,0.2244558858483879,-0.5952901676467802,-0.8058886271977131,-0.8711241681063967,0.2045469481135559
1980.5833333333333,0.4490584189786176,0.16663969511195392,-0.5359802963482245,-0.7368649682338821,-1.0098160066831254,0.13436050323252244
1980.6666666666667,0.4973449591433202,0.10882350437536223,-0.47667042504950696,-0.667841309269863,-1.1485078452602326,0.06417405835129744
1980.75,0.5456314993078911,0.05100731363892825,-0.41736055375095116,-0.5988176503060318,-1.2871996838369615,-0.006012386529736069
1980.8333333333333,0.593918039472462,-0.006808877097505697,-0.35805068245239546,-0.529793991342201,-1.4258915224136903,-0.07619883141076954
1980.9166666666667,0.6782390999007243,-0.04912699408006162,-0.33263667882247927,-0.5043404491598382,-1.4146027776335965,-0.11956772410548888
1981,0.7625601603287564,-0.09144511106250208,-0.30722267519263236,-0.4788869069775451,-1.4033140328535336,-0.16293661680008992
1981.0833333333333,0.8468812207567886,-0.13376322804494253,-0.28180867156278555,-0.453433364795252,-1.3920252880734707,-0.20630550949469093
1981.1666666666667,0.9312022811850509,-0.17608134502749845,-0.2563946679328693,-0.4279798226128893,-1.3807365432933771,-0.2496744021894103
1981.25,1.015523341613083,-0.2183994620099389,-0.23098066430302244,-0.40252628043059613,-1.3694477985133142,-0.2930432948840113
1981.3333333333333,0.9192457124021961,-0.23510507561935157,-0.27000350538015294,-0.35962139872420484,-1.02906841769896,-0.2715129818305154
1981.4166666666667,0.8229680831910464,-0.2518106892288098,-0.30902634645738997,-0.31671651701769654,-0.6886890368836769,-0.24998266877696068
1981.5,0.7266904539801593,-0.2685163028382224,-0.3480491875345205,-0.2738116353113052,-0.3483096560693227,-0.22845235572346478
1981.5833333333333,0.6304128247692724,-0.28522191644763506,-0.387072028611651,-0.23090675360491397,-0.007930275254968422,-0.20692204266996883
1981.6666666666667,0.5341351955581226,-0.30192753005709333,-0.426094869688888,-0.1880018718984056,0.33244910556031465,-0.18539172961641415
